,title,price,link,imgurl
32,MSI Vector GP68 Core i9 13th Gen 13980HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA GeFor...,"₹2,99,990",/msi-vector-gp68-core-i9-13th-gen-13980hx-32-gb-1-tb-ssd-windows-11-home-12-gb-graphics-nvidia-geforce-rtx-4080-240-hz-gp68hx-13vh-072in-gaming-laptop/p/itm823d29c32bf39?pid=COMGRDC8BTHZWHWV&lid=LSTCOMGRDC8BTHZWHWV8TMSRU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_31&otracker=search&fm=organic&iid=en_bxRO2cOlDp1DihVS-hCUYoSXi1Hq86zugKZjHWJX0YB1hB03fMtXLFwxQVQsjICrpaccB4Xbugy-ARjiRZw6eg%3D%3D&ppt=None&ppn=None&ssid=csrxb3ru5s0000001701074933985&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/4/j/vector-gp68-hx-13vg-214in-laptop-msi-original-imagrgwdgxy4ggug.jpeg?q=70
33,ASUS Vivobook 15 Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ311W Thin and L...,"₹31,990",/asus-vivobook-15-core-i3-11th-gen-1115g4-8-gb-256-gb-ssd-windows-11-home-x1500ea-ej311w-thin-light-laptop/p/itmcc87b88b4d7bf?pid=COMGS7M36HZBHH5R&lid=LSTCOMGS7M36HZBHH5RNHNWTN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_32&otracker=search&fm=organic&iid=en_bxRO2cOlDp1DihVS-hCUYoSXi1Hq86zugKZjHWJX0YC0z0_5jOvp33noUfVrxKalRBGXQsUVQHMWoV1tWREPIw%3D%3D&ppt=None&ppn=None&ssid=csrxb3ru5s0000001701074933985&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/e/z/-original-imagpxgqesgrthks.jpeg?q=70
34,ASUS Vivobook 14 Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) X415EA-EK322WS Thin and L...,"₹33,990",/asus-vivobook-14-core-i3-11th-gen-1115g4-8-gb-512-gb-ssd-windows-11-home-x415ea-ek322ws-thin-light-laptop/p/itm4e269d8e445e4?pid=COMGR953ANPZUBFU&lid=LSTCOMGR953ANPZUBFUWSIMHI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_2_33&otracker=search&fm=organic&iid=1bd8ae13-48ae-449e-b468-45d83270e168.COMGR953ANPZUBFU.SEARCH&ppt=None&ppn=None&ssid=csrxb3ru5s0000001701074933985&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/b/c/-original-imagtucnf8mszzhy.jpeg?q=70
35,HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 250 G8 Thin and Light Laptop,"₹33,425",/hp-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-250-g8-thin-light-laptop/p/itm6b92951a4c409?pid=COMGNFVDJQZEVH6X&lid=LSTCOMGNFVDJQZEVH6XV7DO1B&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_34&otracker=search&fm=organic&iid=1bd8ae13-48ae-449e-b468-45d83270e168.COMGNFVDJQZEVH6X.SEARCH&ppt=None&ppn=None&ssid=csrxb3ru5s0000001701074933985&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/9/v/w/245-g8-business-laptop-hp-original-imagn4bctguugysg.jpeg?q=70
36,Lenovo Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82TW0019IH Laptop,"₹46,990",/lenovo-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-82tw0019ih-laptop/p/itm4db7d7505c528?pid=COMGQ4FYXUNQUFXV&lid=LSTCOMGQ4FYXUNQUFXVISL9N0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_35&otracker=search&fm=organic&iid=1bd8ae13-48ae-449e-b468-45d83270e168.COMGQ4FYXUNQUFXV.SEARCH&ppt=None&ppn=None&ssid=csrxb3ru5s0000001701074933985&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/j/p/s14-laptop-lenovo-original-imagq4fyrygyb3gh.jpeg?q=70
37,HP 841w6pa 255 g9 Ryzen 3 Dual Core AMD Ryzen™ 3 processor 3250U - (8 GB/512 GB SSD/DOS) 255 G8 Laptop,"₹25,999",/hp-841w6pa-255-g9-ryzen-3-dual-core-amd-ryzen-processor-3250u-8-gb-512-gb-ssd-dos-g8-laptop/p/itm99599eb8fb6b8?pid=COMGRFZZ6CVYVZSJ&lid=LSTCOMGRFZZ6CVYVZSJKA0QN5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_36&otracker=search&fm=organic&iid=1bd8ae13-48ae-449e-b468-45d83270e168.COMGRFZZ6CVYVZSJ.SEARCH&ppt=None&ppn=None&ssid=csrxb3ru5s0000001701074933985&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/f/8/255-g8-notebook-hp-original-imagq6emcferpkfx.jpeg?q=70
38,MSI Stealth 16 Studio Core i7 13th Gen 13700H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...,"₹2,49,990",/msi-stealth-16-studio-core-i7-13th-gen-13700h-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4070-240-hz-a13vg-030in-gaming-laptop/p/itm245bf0891225e?pid=COMGR5S3Q4ZW9HBH&lid=LSTCOMGR5S3Q4ZW9HBHDUMYZP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_37&otracker=search&fm=organic&iid=en_bxRO2cOlDp1DihVS-hCUYoSXi1Hq86zugKZjHWJX0YC9HUVGMjK3ucFSdHar-JeGsdZGfFBw7PbZ7dhvMqCkbA%3D%3D&ppt=None&ppn=None&ssid=csrxb3ru5s0000001701074933985&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/t/g/stealth-16-studio-a13vg-030in-laptop-msi-original-imagrgwb8hjdyyhx.jpeg?q=70
39,ASUS Vivobook S14 OLED Intel EVO H-Series Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home)...,"₹69,990",/asus-vivobook-s14-oled-intel-evo-h-series-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-s3402za-km502ws-thin-light-laptop/p/itm93afec5862d72?pid=COMGCG2GXGJGEYUW&lid=LSTCOMGCG2GXGJGEYUWI64YYF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_38&otracker=search&fm=organic&iid=en_bxRO2cOlDp1DihVS-hCUYoSXi1Hq86zugKZjHWJX0YCSdg2HA0365tctWy_HqgdMTsxV4GrE85oIK7SmF27FhQ%3D%3D&ppt=None&ppn=None&ssid=csrxb3ru5s0000001701074933985&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/h/z/-original-imagqdrxngpdcjzh.jpeg?q=70
40,ASUS Vivobook 15 Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home) X515EA-EJ542WS Thin and ...,"₹43,990",/asus-vivobook-15-core-i5-11th-gen-1135g7-16-gb-512-gb-ssd-windows-11-home-x515ea-ej542ws-thin-light-laptop/p/itm25e841aadb777?pid=COMGZ3MYRYGBHCAV&lid=LSTCOMGZ3MYRYGBHCAVP0RKKF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_39&otracker=search&fm=organic&iid=1bd8ae13-48ae-449e-b468-45d83270e168.COMGZ3MYRYGBHCAV.SEARCH&ppt=None&ppn=None&ssid=csrxb3ru5s0000001701074933985&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/l/t/-original-imagtucmkuwggepy.jpeg?q=70
41,HP 255 G9 841W6pa Ryzen 3 Dual Core - (8 GB/512 GB SSD/DOS) 6E3Z0PA Laptop,"₹25,999",/hp-255-g9-841w6pa-ryzen-3-dual-core-8-gb-512-gb-ssd-dos-6e3z0pa-laptop/p/itm4beacda3f5a12?pid=COMGRDEXFPKNER34&lid=LSTCOMGRDEXFPKNER346OYYKV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_40&otracker=search&fm=organic&iid=1bd8ae13-48ae-449e-b468-45d83270e168.COMGRDEXFPKNER34.SEARCH&ppt=None&ppn=None&ssid=csrxb3ru5s0000001701074933985&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/e/i/255-g8-laptop-hp-original-imagrfr3trshn7eg.jpeg?q=70
42,"ASUS Vivobook 16X (2023) For Creator, Intel H-Series Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows...","₹87,990",/asus-vivobook-16x-2023-creator-intel-h-series-core-i7-12th-gen-12650h-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-60-hz-k3605zc-mbn751ws-gaming-laptop/p/itme96e5ed7d82de?pid=COMGPNG44NGSUNW6&lid=LSTCOMGPNG44NGSUNW6257O6J&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_41&otracker=search&fm=organic&iid=en_bxRO2cOlDp1DihVS-hCUYoSXi1Hq86zugKZjHWJX0YAJSLEFRKBJ80IsoT4KTszT5UyDKrCH6X7yYYV2qZ7W1w%3D%3D&ppt=None&ppn=None&ssid=csrxb3ru5s0000001701074933985&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/t/c/-original-imagsz6yn8qzwvsn.jpeg?q=70
43,MSI Stealth 16 Studio Core i7 13th Gen 13700H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...,"₹2,19,990",/msi-stealth-16-studio-core-i7-13th-gen-13700h-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4060-240-hz-a13vf-023in-gaming-laptop/p/itm658eded415e2c?pid=COMGMV6VYXUTXXBD&lid=LSTCOMGMV6VYXUTXXBDTK1RFN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_42&otracker=search&fm=organic&iid=en_bxRO2cOlDp1DihVS-hCUYoSXi1Hq86zugKZjHWJX0YCcJ5tK53HDaGq-kROLS7_-pAiSGqi6x3Gx20531BJoeA%3D%3D&ppt=None&ppn=None&ssid=csrxb3ru5s0000001701074933985&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/p/3/stealth-16-studio-a13vf-023in-gaming-laptop-msi-original-imagnjyw4havgjgz.jpeg?q=70
44,HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) fq1089au Thin and Light Laptop,"₹35,899",/hp-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-fq1089au-thin-light-laptop/p/itmb13c397771346?pid=COMGAY9Y7WXZYFDA&lid=LSTCOMGAY9Y7WXZYFDALA89IW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_43&otracker=search&fm=organic&iid=1bd8ae13-48ae-449e-b468-45d83270e168.COMGAY9Y7WXZYFDA.SEARCH&ppt=None&ppn=None&ssid=csrxb3ru5s0000001701074933985&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/r/p/-original-imaguhwbng9jcbgw.jpeg?q=70
45,Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 6600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,"₹64,990",/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-6600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15arh7-laptop/p/itm867f3a50ce2c5?pid=COMGTDRH6ECHEVHA&lid=LSTCOMGTDRH6ECHEVHAJWWYPQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_44&otracker=search&fm=organic&iid=1bd8ae13-48ae-449e-b468-45d83270e168.COMGTDRH6ECHEVHA.SEARCH&ppt=None&ppn=None&ssid=csrxb3ru5s0000001701074933985&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/f/p/-original-imags5e9dgcegjfq.jpeg?q=70
46,HP Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15s- eq2182AU Thin and Light Laptop,"₹46,990",/hp-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-15s-eq2182au-thin-light-laptop/p/itm2f070129053ed?pid=COMGFRHGDB9G3Z9C&lid=LSTCOMGFRHGDB9G3Z9CBGKRA6&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_45&otracker=search&fm=organic&iid=1bd8ae13-48ae-449e-b468-45d83270e168.COMGFRHGDB9G3Z9C.SEARCH&ppt=None&ppn=None&ssid=csrxb3ru5s0000001701074933985&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/t/b/-original-imaguegyprhb7ba4.jpeg?q=70
47,HP Laptop 15s Celeron Dual Core Intel Celeron N4500 - (8 GB/512 GB SSD/Windows 11 Home) fq3071TU Thin ...,"₹28,980",/hp-laptop-15s-celeron-dual-core-intel-n4500-8-gb-512-gb-ssd-windows-11-home-fq3071tu-thin-light/p/itm0401d7a79d36b?pid=COMGTMVZVEGHCTZV&lid=LSTCOMGTMVZVEGHCTZVGGE1OZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_46&otracker=search&fm=organic&iid=1bd8ae13-48ae-449e-b468-45d83270e168.COMGTMVZVEGHCTZV.SEARCH&ppt=None&ppn=None&ssid=csrxb3ru5s0000001701074933985&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/b/a/fq3071tu-thin-and-light-laptop-hp-original-imagtmvhqzwegxqh.jpeg?q=70
48,ASUS Zenbook 14X OLED Ryzen 5 Hexa Core 5600HS - (16 GB/512 GB SSD/Windows 11 Home) UM5401QA-KM541WS T...,"₹57,990",/asus-zenbook-14x-oled-ryzen-5-hexa-core-5600hs-16-gb-512-gb-ssd-windows-11-home-um5401qa-km541ws-thin-light-laptop/p/itm05033c9b1d455?pid=COMGZKHQHERZG2RP&lid=LSTCOMGZKHQHERZG2RPU37D6Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_47&otracker=search&fm=organic&iid=en_bxRO2cOlDp1DihVS-hCUYoSXi1Hq86zugKZjHWJX0YDnrulYOClg_G13O4bA0r4gUnvgDmIlNOp2NQhtK26EbQ%3D%3D&ppt=None&ppn=None&ssid=csrxb3ru5s0000001701074933985&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/s/u/-original-imagqdrxypn25zdt.jpeg?q=70
49,MSI Pulse 17 Core i9 13th Gen 13900H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,"₹1,99,990",/msi-pulse-17-core-i9-13th-gen-13900h-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4070-240-hz-b13vgk-652in-gaming-laptop/p/itm84c87f02469f3?pid=COMGRDC8SGSSARHQ&lid=LSTCOMGRDC8SGSSARHQEXIYT3&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_48&otracker=search&fm=organic&iid=en_bxRO2cOlDp1DihVS-hCUYoSXi1Hq86zugKZjHWJX0YDC_Ny-WzhhOgiPeqeGgsYAZlW8CiE580_eizw4tp9l8g%3D%3D&ppt=None&ppn=None&ssid=csrxb3ru5s0000001701074933985&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/4/f/pulse-17-b13vgk-252in-gaming-laptop-msi-original-imagmmhkf3gadpdf.jpeg?q=70
50,,,,
51,,,,
52,HP intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a- na1004TU Chromebook,"₹25,990",/hp-intel-celeron-dual-core-n4500-4-gb-64-gb-emmc-storage-chrome-os-14a-na1004tu-chromebook/p/itm4489ddf90925c?pid=COMGKW2NUQJFVKSC&lid=LSTCOMGKW2NUQJFVKSC8789EM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_49&otracker=search&fm=organic&iid=286d5e10-1df3-4efa-81de-28d670db6090.COMGKW2NUQJFVKSC.SEARCH&ppt=None&ppn=None&ssid=zrzx2kvv340000001701074935073&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/e/f/-original-imaguegytjhxdfdf.jpeg?q=70
53,HP Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15s-eq2132au Thin and Light Laptop,"₹44,890",/hp-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-15s-eq2132au-thin-light-laptop/p/itm72370b6c44940?pid=COMGSB2RZZQHMHK2&lid=LSTCOMGSB2RZZQHMHK2TKRKIJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_50&otracker=search&fm=organic&iid=286d5e10-1df3-4efa-81de-28d670db6090.COMGSB2RZZQHMHK2.SEARCH&ppt=None&ppn=None&ssid=zrzx2kvv340000001701074935073&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/k/k/-original-imaguegydk79zk5g.jpeg?q=70
54,ASUS Vivobook 15 Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ522WS Thin and L...,"₹38,990",/asus-vivobook-15-core-i5-11th-gen-1135g7-8-gb-512-gb-ssd-windows-11-home-x515ea-ej522ws-thin-light-laptop/p/itmbfbbf7747aa01?pid=COMGFHNGGWNDVGSY&lid=LSTCOMGFHNGGWNDVGSY5C6JML&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_51&otracker=search&fm=organic&iid=en_CDG7iOc1POPiBHQFHV7zo1TcaU8Kpck15D9Ges5iOEOA0Pw3T_KBamGfTis77B2yMKBnjElGOh5j_xhzHRB5Sw%3D%3D&ppt=None&ppn=None&ssid=zrzx2kvv340000001701074935073&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/l/t/-original-imagtucmkuwggepy.jpeg?q=70
55,ASUS Vivobook 15 Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ311W Thin and L...,"₹31,990",/asus-vivobook-15-core-i3-11th-gen-1115g4-8-gb-256-gb-ssd-windows-11-home-x1500ea-ej311w-thin-light-laptop/p/itmcc87b88b4d7bf?pid=COMGS7M36HZBHH5R&lid=LSTCOMGS7M36HZBHH5RNHNWTN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_52&otracker=search&fm=organic&iid=en_CDG7iOc1POPiBHQFHV7zo1TcaU8Kpck15D9Ges5iOEP8LD9cZlNS7EcbJrJRpyYgRBGXQsUVQHMWoV1tWREPIw%3D%3D&ppt=None&ppn=None&ssid=zrzx2kvv340000001701074935073&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/e/z/-original-imagpxgqesgrthks.jpeg?q=70
56,Primebook Wifi MT8183 - (4 GB/64 GB EMMC Storage/Prime OS) PB Wifi Thin and Light Laptop,"₹12,990",/primebook-wifi-mt8183-4-gb-64-gb-emmc-storage-prime-os-pb-thin-light-laptop/p/itmfd14d0fbf7736?pid=COMGT846VD2DQBG4&lid=LSTCOMGT846VD2DQBG4AX8NIY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_53&otracker=search&fm=organic&iid=286d5e10-1df3-4efa-81de-28d670db6090.COMGT846VD2DQBG4.SEARCH&ppt=None&ppn=None&ssid=zrzx2kvv340000001701074935073&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/c/5/-original-imagtrj27kprghgz.jpeg?q=70
57,ASUS Vivobook 15 Core i3 12th Gen i3-1220P - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ385WS Thin an...,"₹45,990",/asus-vivobook-15-core-i3-12th-gen-i3-1220p-8-gb-512-gb-ssd-windows-11-home-x1502za-ej385ws-thin-light-laptop/p/itm53225b55bfb2c?pid=COMGUZZKRGRVZAHZ&lid=LSTCOMGUZZKRGRVZAHZDYXUZA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_54&otracker=search&fm=organic&iid=286d5e10-1df3-4efa-81de-28d670db6090.COMGUZZKRGRVZAHZ.SEARCH&ppt=None&ppn=None&ssid=zrzx2kvv340000001701074935073&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/e/b/asus-vivobook-15-laptop-asus-original-imagt5yyzykayggk.jpeg?q=70
58,MSI GF63 Core i5 11th Gen 11260H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,"₹55,990",/msi-gf63-core-i5-11th-gen-11260h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-60-hz-thin-11sc-1493in-gaming-laptop/p/itm5dfa3962b0dae?pid=COMGRDC8H7JACZJQ&lid=LSTCOMGRDC8H7JACZJQ6YEVXA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_55&otracker=search&fm=organic&iid=286d5e10-1df3-4efa-81de-28d670db6090.COMGRDC8H7JACZJQ.SEARCH&ppt=None&ppn=None&ssid=zrzx2kvv340000001701074935073&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/r/k/-original-imagsz5x5x3vkt8c.jpeg?q=70
59,DELL G15 Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050)...,"₹77,890",/dell-g15-ryzen-5-hexa-core-5600h-16-gb-512-gb-ssd-windows-10-4-graphics-nvidia-geforce-rtx-3050-g15-5515-gaming-laptop/p/itm9bc96474f9e18?pid=COMG666GPTSHNZ47&lid=LSTCOMG666GPTSHNZ47HRW5HG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_56&otracker=search&fm=organic&iid=286d5e10-1df3-4efa-81de-28d670db6090.COMG666GPTSHNZ47.SEARCH&ppt=None&ppn=None&ssid=zrzx2kvv340000001701074935073&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/ku5ufm80/computer/x/4/j/g15-5515-gaming-laptop-dell-original-imag7chqvu3veeaz.jpeg?q=70
60,ASUS Zenbook 14X OLED Ryzen 5 Hexa Core 5600HS - (16 GB/512 GB SSD/Windows 11 Home) UM5401QA-KM541WS T...,"₹57,990",/asus-zenbook-14x-oled-ryzen-5-hexa-core-5600hs-16-gb-512-gb-ssd-windows-11-home-um5401qa-km541ws-thin-light-laptop/p/itm05033c9b1d455?pid=COMGZKHQHERZG2RP&lid=LSTCOMGZKHQHERZG2RPU37D6Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_57&otracker=search&fm=organic&iid=en_CDG7iOc1POPiBHQFHV7zo1TcaU8Kpck15D9Ges5iOEMztZXA5tcQYbW-jtMDX0HTUnvgDmIlNOp2NQhtK26EbQ%3D%3D&ppt=None&ppn=None&ssid=zrzx2kvv340000001701074935073&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/s/u/-original-imagqdrxypn25zdt.jpeg?q=70
61,ASUS Vivobook S14 OLED Intel EVO H-Series Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home)...,"₹69,990",/asus-vivobook-s14-oled-intel-evo-h-series-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-s3402za-km502ws-thin-light-laptop/p/itm93afec5862d72?pid=COMGCG2GXGJGEYUW&lid=LSTCOMGCG2GXGJGEYUWI64YYF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_58&otracker=search&fm=organic&iid=en_CDG7iOc1POPiBHQFHV7zo1TcaU8Kpck15D9Ges5iOEPnybEXiuvTkbHb-Qbk9bLLTsxV4GrE85oIK7SmF27FhQ%3D%3D&ppt=None&ppn=None&ssid=zrzx2kvv340000001701074935073&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/h/z/-original-imagqdrxngpdcjzh.jpeg?q=70
62,Lenovo IdeaPad 3 Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Lapt...,"₹34,640",/lenovo-ideapad-3-core-i3-12th-gen-1215u-8-gb-256-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itme37bd041815ce?pid=COMGSYYSJQ9VGT6C&lid=LSTCOMGSYYSJQ9VGT6CK2PDRM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_59&otracker=search&fm=organic&iid=286d5e10-1df3-4efa-81de-28d670db6090.COMGSYYSJQ9VGT6C.SEARCH&ppt=None&ppn=None&ssid=zrzx2kvv340000001701074935073&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/0/f/v/-original-imaguyhzwj4tqwqu.jpeg?q=70
63,ASUS Vivobook Go 14 (2023) Intel Core i3 12th Gen N305 - (8 GB/512 GB SSD/Windows 11 Home) E1404GA-NK3...,"₹38,990",/asus-vivobook-go-14-2023-intel-core-i3-12th-gen-n305-8-gb-512-gb-ssd-windows-11-home-e1404ga-nk321ws-thin-light-laptop/p/itm2192eb32ba889?pid=COMGZDQJYPAZZQNK&lid=LSTCOMGZDQJYPAZZQNK5EUTYX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_60&otracker=search&fm=organic&iid=286d5e10-1df3-4efa-81de-28d670db6090.COMGZDQJYPAZZQNK.SEARCH&ppt=None&ppn=None&ssid=zrzx2kvv340000001701074935073&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/e/t/-original-imagpxgqfmt73vkw.jpeg?q=70
64,"ASUS Vivobook 16X (2023) For Creator, Intel H-Series Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows...","₹87,990",/asus-vivobook-16x-2023-creator-intel-h-series-core-i7-12th-gen-12650h-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-60-hz-k3605zc-mbn751ws-gaming-laptop/p/itme96e5ed7d82de?pid=COMGPNG44NGSUNW6&lid=LSTCOMGPNG44NGSUNW6257O6J&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_61&otracker=search&fm=organic&iid=en_CDG7iOc1POPiBHQFHV7zo1TcaU8Kpck15D9Ges5iOENGwKvZforLEF6E5SOSRIYk5UyDKrCH6X7yYYV2qZ7W1w%3D%3D&ppt=None&ppn=None&ssid=zrzx2kvv340000001701074935073&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/t/c/-original-imagsz6yn8qzwvsn.jpeg?q=70
